text,intent
this one looks great ! i love the seashore .,inform
"yes , the meal was very delicious and i enjoyed very much . i'm full .",inform
perhaps you can tell me a little more about this .,directive
have you been feeling ok lately ?,question
"really ? that's something unexpected . you see , all our exports were strictly inspected before shipment . the goods were in perfect condition when they left .",inform
"ok , but please hurry . i think the restaurant is closing soon .",directive
"no , not that one . but i saw the movie . could i borrow it when you finished ?",directive
hello . is this ann ?,greeting
i live at 323 park street .,inform
i ’ m not surprised . that article certainly added fuel to the debate . ok . thanks . can you leave two articles and the advertisements with me ? i ’ d like to read them .,gratitude
reasonable .,inform
speed your speech up,directive
nix that reservation for 4 at strip house,directive
"no , sir . the plant expansion project has been delayed.there was a snag up in the fling process to get the necessary construction permits.it seems that the property we were slated to build on is also habitat for some endangered indigenous species .",inform
"david , we have been doing business for three years , haven't we ?",question
what is the extra digits that are sometimes included on my zip code,inform
he is then in a very difficult situation .,inform
sure ... what's up ?,question
it would be good for both if they lived separately . my parents want to live apart from us .,inform
"drive me to kennedy airport , please ?",directive
my name is jessica . it's nice to meet you .,inform
my bad.sorry !,inform
yes . he's one of my best friends . our friendship formed at college . why did you ask that ?,question
does cutting down the rain forest really add to global warming,inform
let me know what tomorrow's date is,question
certainly . mr . graham . when would you like to meet ?,question
i can't seem to find the cereal aisle .,inform
grades are based on many things,inform
can you give the nutritional information for the pasta,question
i guess we have covered all the stuff that we need to discuss and it's time to say goodbye .,inform
fine.we provide a company car for our consultants .,inform
thank you very much for your kindness .,gratitude
yes ! how did you guess that ?,question
even better than a private vehicle is a limo . how does that sound ?,directive
i want to look at nelson mandela ’ s autobiography .,inform
can you tell me why you changed your major when you were a graduate student ?,question
"no sugar , please .",inform
can you read my shopping list to me,directive
i have a sweet tooth . i can not help but think about having something sweet between meals .,inform
you may rest assured that shipment will be effected within the time limits stipulated in the contract . but there is also one point i ’ d like to stress .,inform
i really appreciate your help .,inform
set the timer for 10 minutes,directive
cancel that,directive
i came here to get a chest x-ray .,directive
"well , we all get labour day off as a holiday , the real purpose of the holiday is to remember all the people who do manual or other hard labor . it's to celebrate those who work doing what other people might not be willing to do . i think we ought to do something in honor of the common worker .",commissive
"there's a hold on my chase account, but why",complaint
"fine , thanks .",gratitude
"fine , thanks . i ’ m having several friends over for dinner this saturday . and i was wondering if you have the time to join us .",gratitude
"i hope to change because my current job is not within my chosen field . since my major was international banking , i really hope to work at a bank .",inform
"yes , sir . it's one of the best beers in china .",inform
"bob , you look pale . what happened ?",question
i guess we could go visit once in a while too .,inform
can you phrase that question again,inform
go ahead and play the next song on this playlist,inform
"hi , could you help me find a place where i could buy some lunch ?",greeting
"well , he indeed likes me .",inform
add to friday's calendar a doctor's appointment,directive
"we eat a lot of chicken , pork and beef.you eat those meat a lot in your country too , don ’ t you ?",question
which airports do southwest service around the greater new york city area,inform
what's the best time of year to plant a tree,inform
"but if we're going to start a band , we have to be able to sing and dance . can you do that ?",directive
"wow , it is quite far away from here . i'm afraid you're gonna have to take bus no . 713 .",commissive
what is the difference between them ?,question
"we usually set up a direct debit system taking installments directly from your bank account on a monthly basis . and since you are already a valued customer , there should be no trouble in processing you application for this loan .",inform
"precisely ! for example , flares were popular for a while , then went out of fashion . now we can start to see them coming back in again .",inform
"i can understand . by the way , is there anyway i can help ?",question
"i don't usually complain , but i think that we should mention this to the waiter .",inform
"all right , mr . smith . i will arrange a table for 5 at 12:00 for you .",commissive
"well , i ’ m glad i had a chance to see these samples , but i ’ m really not in a position to make a decision right now .",inform
it ’ s only the day when the world ’ s biggest sporting event is kicking off .,inform
give me directions to the nearest gas station,question
"good idea . have you written down potatoes , carrots , and onions ?",question
"ah , well . put on the news . i got up late and missed it .",directive
part of the motor is loose . i can put it back in place quite easily .,inform
today is which day of the week,question
how good is my credit score,inform
let's take our time and enjoy the art and sprite of the famous museum .,directive
i wish to work in the planning department .,inform
cut carrots can stay in the fridge for how long before going bad,inform
"well , why not dine out together and go to the moves .",directive
"yes , it is , and the lustre will never fade out .",inform
help me schedule a meeting,directive
how many vacation days have i used up,inform
me too . i love to play on the swing as well . swing is my favorite .,inform
"yes , i'm here to fix your pipes .",commissive
"yes , i can write that on my calendar .",commissive
"about the same . but i'm looking for a job , so i have to answer the phone often .",inform
i'm scheduled to fly out on the tenth .,inform
cancel whisper mode,inform
i've got quite a few pictures of all different kinds of fish . i'll show them to you next time i see you .,inform
ugh !,commissive
cheers !,inform
they're really running you into the ground . why don't you ask for some time off ? you could take a long weekend and have a good rest .,question
what's the balance in my bank accounts,inform
then what do we do ?,question
"a lorry overturned on the road and blocked it , so all the traffic was held up .",inform
yes . it is one of the five mountains .,inform
"yes , it would . it ’ s very expensive though .",inform
would you like to order anything off the appetizer menu ?,question
i would like brenda to have my location,directive
"yes , look over there . that's the empire state building . my book says it's 102 stories tall .",inform
yes . i locked myself out . may i borrow a duplicate key for room 201 ?,directive
"you're having coffee , aren't you ?",question
it ’ s very nice to meet you .,inform
"no way . i ’ ll never find another apartment around here . but i don ’ t like the idea of paying three months ’ rent on an empty apartment , either .",inform
why are you handing me a plastic cup ?,question
"yes , i'd appreciate it if you could drive me downtown .",commissive
is there a laundry room in the basement ?,question
i might . vince knows he needs to keep me happy .,commissive
don't be so frightened . it's just a skill .,inform
"i'm afraid we don't have any . if i were you , i'd try one of the newspaper stands .",inform
"yes , there's one just on the other side of this building . do you have any small change ?",question
poor me !,inform
i want to mail this package .,directive
"no , i didn't know i could do that .",inform
i started playing starcraft and ended up wasting a lot of time .,inform
"when i turn off my home alarm , the house will automatically tum on the lights and set the climate to a comfortable level .",inform
pleasure . i'm visiting my relatives .,inform
i learnt nursing through theory and practice for 3 years at hunan nursing school .,inform
"i am thinking about quitting my job in the student government . but before that , i must do my job . bye . don't forget about that note .",directive
"i guess the fax machine is out of paper , too . don't worry , i'll have someone look at it this afternoon , and in the meantime , i'll have your documents re-faxed to our other fax machine .",directive
i'm also going to add some layers to frame your face .,directive
"yeah , i'm eager to learn chinese , but it is too difficult for me .",confirmation
an ordinary one will do.would you put me under a hot dryer after that ? i'm in a hurry .,directive
"yeah , i broke up with lisa.she blew a gasket over it . whoa , get a load of that !",confirmation
that's all right . i hope we can help you at some other time . good-bye .,commissive
"morning , zina . just wanted to say thanks again !",gratitude
so what happened next ?,question
at what time will my flight begin boarding,question
"it is . it ’ s got pictures of interesting building from all over the world , with brief descriptions of how they were build , their purpose , and so on .",inform
i ’ m at the end of tether . i run out of ideas .,inform
ok . don ’ t let it get to you . goodbye .,inform
"oh , thank god . we all felt frightened by the bad new about him .",inform
i will never forget this match . the angle is so terrible and so correct .,inform
how about the rice ?,question
was it ?,question
"ok , i'll go out and look for her .",inform
what sort of fuel should i use for this car,inform
you ’ re welcome . i hope your wife is feeling better soon .,inform
"yes . i ’ m on a diet , but i ’ ve not taken anything . i just eat less and exercise more . and it really worked in the past three months . i ’ ve lost twelve pounds .",inform
i think i'm convinced that trying for this position is the best choice for you .,inform
she is at the supermarket downstairs . she said she would be back in about half an hour .,inform
there's a story about breakdancing in the paper .,inform
i'm afraid yes . but what about the data i stored in the computer ?,question
"ok , you could try the peking wonton then .",directive
"since china was open to the outside world , its trade forms have become much more flexible . one of these commonly used forms is co-production . would you please do a bit explanation of it , mr . walker ?",directive
"yes , i did . i passed !",inform
we plan to get together once a week .,inform
"yes . i really wanted to do so . i love those handicrafts , especially the paper-cut .",inform
not yet . i guess we should send jim along to talk to the chief since he is such an apple polisher . i am sure he can help .,inform
do i have a good apr on my credit card,inform
"no , i'm not . i am interested in some scarves .",directive
what is the day off request status if you could tell me,inform
i ’ m afraid i spoke in all of the table clock .,inform
please make me a reservation for monty's at noon for 55555,directive
"wow , like how do they train the dogs ?",question
"it doesn ’ t matter , as we do not have any children .",inform
"what's this , i wonder ?",question
but i always wanted to try it .,commissive
it comes to $ 40 .,inform
who were you talking to ?,question
"yes , the scenery there is breathtaking . i have some pictures at home . you can come over and take a look if you like .",directive
the new couple next door divorced . have you heard about it ?,question
"yes , it is a queer drug , a tonic only available in china . many ancient chinese medicine journals have recorded that it can cure such ailments as night sweat , pain at loins and knees and anaemia . it has no side effect .",directive
that would be great ! thanks a lot !,gratitude
set a reminder for when the turkey is finished cooking,directive
mud ? but ivan told me there were no mudslides in that district . i thought all the mudslides were down in chichitango .,question
each of both .,inform
"oh , i've forgotten to tell you . the party is held every other week . and every family gives their own performance each time .",inform
it looks good . but can i try it on ?,directive
can i have a reduction of seven percent ?,directive
"well , i'd like some legal advice . jane and i are thinking of incorporating . so want to find out what sort of legal procedure one follows in forming a corporation .",directive
we'd like you to come to work for us .,directive
"yes , i know and i like it very much . i will take it .",directive
what are the steps required for making a vacation request,inform
is there probation ?,question
have you bought a present for jim ’ s birthday yet ?,question
"i see . well , i can help with the chores while i ’ m here . you two could probably use my help .",directive
i pay how much of taxes with my income,inform
say my name,question
i firmly believe that if we invested in funds we could earn a lot of money .,inform
there's a service called ' a friend in new york ' . it's a personal tour guide service .,inform
"ten hours a week.from monday to friday , from 4 to 6 p . m . , and $ 150 a week .",directive
how to maintain a high standard of nursing ?,question
what's a good hotel to stay at in chicago,directive
"needless to say , as a westerner , it's bread .",inform
is it ok if i use some of my pto on may 24th to may 29th,inform
i need an uber please,directive
"don't worry , time is enough .",commissive
"sorry , but this is the best price . you can ’ t get it any cheaper than here .",commissive
"yeah.oh , here it comes ! why don't we watch it together ? they are going to have a court debate in this episode . it should be good .",confirmation
you're kidding . we'll never make it across in one piece ! let's cross at the light .,directive
"ok , well , we're going to make a pan of lasagne , a salad , and some garlic bread . here's the recipe . do you want to get the ingredients we need out of the cupboard ?",question
"i know , but that movie was just too good to leave . i guess i'll just have to pay the price and be sleepy .",inform
could you tell me where the canteen is ?,directive
how much am i allowed to spend on my discover card,inform
"oh , i'm afraid it's too expensive . can you show me something cheaper ?",directive
a picture of my license plate was never taken .,inform
i need a recent transaction looked into,inform
thank you . i think i like playing it .,gratitude
but it ’ s so old .,inform
is it true that you have a heavy work schedule ?,question
"if you go onto our website and put in your password , you can access your test results .",directive
can you provide me my credit score,inform
short and sweet ? but what if i have to explain something complicated ?,question
can you give me suggestions for a professional suit under $200,inform
"okay , i'll ask bob to cover it .",directive
what sign ?,question
is there traffic on bramble lane,question
what do you feel your greatest achievement has been at your current job ?,question
"yes , sir . i'll get them for you right away . would you please sign this bill first ? thank you , sir .",gratitude
halt the process,directive
"yes . by the way , you are having a great make-up today . i like the color of your lipstick . so adorable !",inform
the green party have no chance of winning an election . the other parties are too big and popular .,inform
that would be correct,confirmation
from tomorrow till january 8th . that's five days in all .,inform
mmm ... does it zip closed ?,question
great . we can go to the swimming pool in the gymnasium after that .,directive
when should i pay my bill by,inform
"i ’ m sorry , but you won ’ t be able to view it today .",commissive
$ 850 a month is not enough money .,inform
who's it knocking at the door ?,question
"come on , don ’ t flatter me anymore . i took the job because i love being challenged . but i can ’ t get this turned around without the support from you people .",inform
i'm clear so far .,inform
"take it easy , maybe tomorrow will be different .",directive
why did you decide to apply for this position ?,question
he is known as american's greatest president . do you know why ? because he fought against slavery and secession at a time in history where others were too afraid to do anything . he succeeded because of his ambition and generous spirit .,inform
"i've tried hundreds of times , but i just can't seem to kick the habit .",commissive
what are we waiting for ? let's go !,commissive
what ’ s your major weak point ?,question
"look , that bamboo groves are flourishing . let's go and play there .",inform
i believe that 10 % is just about right amount .,directive
"in my book , all a good movie needs is a chase scene and lots of things that blow up .",inform
she broke up with her boyfriend .,inform
please tell me the minimum i can pay on my electric bill,inform
what's the latest i can pay my cellular bill,inform
sure . what do you want to know ?,question
"stop complaining , ok ?",question
dial christie's cell,directive
"no ! not at all . but , i did find out they have more than one position with different clients , so at least one would probably work .",inform
when is the next day i have off,question
the pleasure is all mine .,inform
that's easy .,commissive
can you hold the end of this tape measure ?,directive
"ah , thank you . please bring your luggage here for inspection .",gratitude
"hello , beijing hotel .",greeting
november this year .,commissive
"not really , but i liked the design , so i got it .",inform
i'm looking forward to it .,inform
shall we share a taxi ?,directive
how long will chicken last in the freezer,inform
could you stop please,directive
what sort of jokes do you know,inform
yes . it should be the fragrance of plum blossoms .,inform
tell me the news .,directive
how much do they pay ?,question
"oh , is it ? thank you anyway .",gratitude
does it really look ok ?,question
"i went sailing , fishing , and horseback riding .",inform
how much is the salary ?,question
"well , please sing one that ’ s not sad .",directive
can you give me instructions for tattoo aftercare,inform
have you heard that new song by the beastie boys ?,question
make an alarm 6am,directive
the toaster is over there on the kitchen counter . help yourself .,directive
what is the time in the usa,question
why did you put it off until the last minute ?,question
"yes , i know what the curb colors mean .",inform
i know . but this year i want to get him an interesting tie . like this one .,inform
out ? what do you mean out ?,question
so what am i going to do ?,question
i'm sorry .,inform
will you buy a ham sandwich for me at the store ?,question
all right . here's your passport . welcome to australia .,inform
what is the wait time at applebee's,question
you're hundred percent sure you want to eat here ?,question
"well , thank you very much but i thought l'd try and chair the meeting by the rule — at least for a while .",gratitude
tell me some fun activities to do in oklahoma city,question
"hi , tom . want a cup of coffee ?",greeting
"thank you , doctor . i'll do as you say .",gratitude
what's the special here ?,question
don ’ t worry about that . i can point it out in the store .,directive
where do i find the interest rate for my platinum account,inform
"good morning , pete .",inform
"yes , i really need someone who is really good .",inform
"i heard it is included in the four major arts of china , is it ?",question
i am afraid i can't finish typing it this afternoon . when will you use it tonight ?,question
please suggest a chinese meal,inform
"that is cheating and , if you get caught , you will be fined and disqualified from collecting unemployment .",inform
i ’ ll show you where to find your article .,directive
i need to have a credit check done for my company .,directive
what was the company that designed you,question
"jacob , are you interested in helping me out and going on a blind date with a friend of mine ?",question
"all right , i'm going to need you to fill this out .",directive
how many vacation days have i taken,inform
"they do , but they're a little expensive on certain items .",inform
"no , i like the fish .",commissive
very nice . i am sure we will sort out your internet in no time .,commissive
did you get any rewards or honors in college ?,question
sure . i love going to the mall .,inform
"well , it ’ s not like my parents want me to live at home the rest of my life . they said that it ’ s ok if i move back home to begin with , but they want me to find a place of my own after a year or so .",inform
let me also have three pounds of chicken breasts .,directive
thank you for choosing bruno's . we look forward to seeing you on the 2nd .,gratitude
not unless you lose about 100 pounds ...,inform
"i love them all . but if i had to name one as the best , i would say it's the ending .",inform
everything sounds great then ! i'll meet you back here on friday to discuss the details .,commissive
i'm willing to wait until you have come to a decision .,commissive
"well , to tell the truth , i don't really feel like it tonight . i had a pretty hard day and i'm sort of tired .",commissive
"ugh , i feel terrible . i went out last night with trevor , and things got a little out of hand .",inform
"excellent choice . ( he brings her the pie . after she finishes , the waiter comes back . ) would you like anything else ?",question
what are the rules for carry on luggage,inform
"at first it is going to be difficult . during the first three months , i'm on probation . so i won't get sales commissions until after that .",inform
the baggage allowance is different according to the class of your ticket . what class are you travelling ?,question
it ’ s true . you should be happy about that .,commissive
what about listing my interests and affiliations next ?,directive
it ’ s true . guess what we were talking about last night .,directive
can you wake me up at noon,directive
sure . anything to drink with that ?,question
"i need you to order some more lysol for me,please",directive
this one ?,question
the best thing to do is study as much as you can . i'm sure you'll do alright .,directive
please pay close attention to the safety of the shipment .,directive
"excuse me , sir .",inform
"when you reserve a booth , you should check who your neighbors will be.don ' t you think ?",directive
clear my calendar for september 6th,directive
cooke & co . does a lot of placements in your field .,directive
i don't like peppermint ice cream .,inform
what do i have to do ?,question
you must be going to some island to relax in the sun where all you need is a swim suit and a toothbrush .,inform
you have been here for how long ? four months now ?,question
but you don't have such a problem as to pop songs .,inform
"yes , i'm jame , your neighbor when you lived in here last year .",inform
ok . could you give me a receipt ?,directive
i like it a lot but i need to talk with my wife . can you hold it for me for two days ?,directive
but it's saturday ! !,inform
what's the average battery life of an android phone,inform
not unless you want the matinee .,commissive
but i thought it was . anyway . i am in a hurry . here is the money .,inform
do you have to pay utilities on top of your monthly rent ?,question
what do you do if you find something that isn't on your list ?,question
i'll do my utmost if i am hired .,inform
tell me the mpg of my vehicle,inform
could you commend me some moisturizers ?,directive
i'll keep that in mind .,inform
make a chart of all the tennis scores from this year,inform
how would i go about raising my gold card limit,inform
lucy green .,inform
i am not sure . i just can't connect to the net .,inform
"thank you , yes . i'm not sure how to use this atm , i usually go to a clerk and use my bank book . but today , i thought i'd try something new . i want to take some money out .",gratitude
"thank you , have a nice day .",gratitude
"no , i don't need to . i took advanced placement english in high school.so i'm not required to take composition .",inform
i remember that i never saw an x moves even displayed .,inform
"he thought he could take jimmy in , but you know , jimmy is no fool .",inform
"no , i first came here 1995 .",inform
i don't know really . what's the fashional color this year ?,question
you ’ ve got a great personality .,inform
just use your computer here in the lobby . it's set up for wireless .,commissive
i report the social news which means i always interview the citizens of various professions and trades .,inform
what amount will my state taxes be,inform
how about make up ?,question
we ' get ' to stay home ? do you know something that i don't ?,question
"hey , lily ! you won't believe what happened in class today !",greeting
maybe . but it still gets on my nerves .,inform
"now listen , ben . look , i think it ’ s a very good thing that a young man — after he ’ s done some very good work — should have a chance to relax and enjoy himself , and lie around , and drink beer and so on . but after a few weeks i believe that person should want to take some stock in himself and his situation and start to think about getting off his ass .",inform
i was only interested in the haunted house and the roller coaster rides.the other rides are for kids .,inform
what was taken from you ?,question
"excuse me , are you miss green ?",question
"i need to get a costume for a fancy dress party , and i reply don't know what to get . will you come shopping with me ?",directive
it's on telemarketing .,inform
that's good to hear . now there's still a whole new york day ahead of me .,inform
what is the current date,question
what kind of warrant ?,question
can you name some festivals of religious nature ?,question
"i've had good responses from the beijing times , help-wanted ads .",directive
can you translate where's the bar into irish for me,question
what personality traits do you admire ?,question
rewind one minute,inform
what do you use to check for high blood pressure ?,question
"if you don't mind , let's make it a little later.what about three or four ?",directive
when is the next time off for a holiday here,question
"ok . how does this sound , let ’ s get you suited up and hit the dance club tonight . i hear that an awesome dj is playing and there will be a lot of pretty single girls there !",inform
"well , i prefer to go on the train , but i suppose you want me to take the car .",directive
"good morning ! my name is john white , import manager of the garden trading company of new york .",inform
make up a new alarm,directive
"besides , it ’ s not difficult to learn yoga . in fact , i can teach you a move that ’ s supposed to help you fall asleep ! you just have to sit down like this , bend over and breath in deeply .",directive
5 000 yuan per month .,directive
"until next weekend , if that's ok .",inform
"yes , steven . you always know what i want .",inform
you ’ re a liar !,inform
i think one better way to stop it is to cut off their financial support .,inform
a mac would be an excellent gift .,directive
i've always wanted to go to paris . the eiffel tower is one of the most famous tourist attractions in the world ! did you go to the top ?,question
"yes , i have got some special local product , i want to take them for my friends .",directive
"there are many interesting places you should be sure to see . one problem is transportation , however . because the city is very old , the roads are narrow and congested . if you only have three or four days to visit , you don't want to spend them waiting in traffic in a cab . i suggest you take the subway .",directive
they're in aisle two .,commissive
"the thing is , this isn't the first time he's promised to do something and then didn't .",inform
you are in the pink recently . how do you make it ?,question
you have to get off at the hospital and change for bus 15 .,inform
what's the limit on my american express card,inform
thanks . it ’ s nothing special actually .,gratitude
"i want to go four times a week , but i'm too lazy . last week , i only went to workout once .",inform
"i ’ m concerned about your lack of marketing experience and , frankly , your age , you ’ re pretty new at all this .",inform
ok . i need to think about that for a while .,commissive
add washing dishes to my to do list,directive
schedule a meeting room for friday at 3pm,directive
what are the main attractions in gatlinburg,question
good afternoon . how can i help ?,question
can you translate bowl into russian for me,question
me ? you're the one who pulled out in front of me !,inform
she looks very healthy.how old is she ?,question
stephanie is . she goes to college in washington and jack works in florida .,inform
not yet . what happened ?,question
i shared a prize with some friends last week . we won a bottle of whisky at a pub quiz .,inform
"that's right , even though i did set the alarm last night .",inform
i'm planning on going to the market soon .,inform
i don't think that there is any easy way . the united nations could send peacekeepers into the country . at least then the warring parties could be forced to negotiate .,inform
can you tell me how healthy apples are,question
i don ’ t have one .,commissive
why is there no water coming out when you turn on the faucet ?,question
"if the checked baggage is over the allowance , we will charge you for the overweight .",inform
very well . do you have any bags to check ?,question
have they set a date for the wedding ?,question
"that's all, bye",farewell
yes . the government has banned price hikes in some key industries like energy .,inform
what is the day off request status,inform
there must be about 50 computers in here .,inform
what restrictions do my carry-ons need to comply with for delta,inform
i'll see you there at 9pm .,inform
can we make it 11:30 ? a customer will come to the office at 11 .,directive
"we may go abroad . i ’ m not sure . my wife wants to go to egypt . i ’ d like to go there , too . we can ’ t make up our minds .",inform
thanks for helping me .,gratitude
could you tell me the status of my frontier flight,question
"hello , hong lei . my name's ricky .",greeting
"i read it , but i couldn ’ t understand it . would you come to my room and tell me how to use them ?",directive
"no need to worry about that . the cartons lined with plastic sheets are waterproof , and as the boxes are made of cardboard , they will be handled with care .",commissive
really ? i thought you hated shopping ?,question
i have a table for four available at 7,directive
"i can't find my visa card and i want to report it as lost, please",complaint
it sounds good . could i go and see it myself ?,directive
i see.what if the person wanted is out ?,question
do you call me a certain name,question
how do you spell that ?,directive
"i am free on tuesday afternoon from 2 pm to 4 pm , is it convenient for you ?",directive
"oh my gosh , how exciting !",inform
why should i do that ? it's only a piece of garbage . why should you care ?,question
"she was hit by a car . luckily , she wasn't seriously hurt .",inform
"yes , i do . they are about two miles away , right ?",question
"that happens in many places . in my city , there is a very good drug rehabilitation program . the police and courts are also tough on people who commit crimes , but i don ’ t know if that ’ s the reason for our relatively low crime rate .",inform
who formed thou,question
how would i say i love you if i were german,question
did you have a good holiday ?,question
dry . that's my problem .,inform
"yeah , i just cannot find it anywhere .",confirmation
"happy mother ’ s day , mom !",inform
"if i won the pools , i'd go round the world .",inform
may i see that x-ray again ?,question
i'm not sure . i was thinking of making a vegetable .,inform
all my children are large .,inform
"yeah , i loved that art class .",confirmation
4 o'clock .,inform
any form of picture i . d . will do .,directive
can't i play more ?,question
i think so . bye !,inform
household appliance don ’ t seem to last for a long time nowadays .,inform
"excuse me , sir . didn't you see the red light ?",question
really ? we began to load the goods after we made sure they were qualified .,question
"i'll tell you what , if your pet can fit in this little box and doesn't have fur , it is welcome here .",inform
no . why ?,question
you are right . but i just want to know how they prepare food and make it taste so different .,inform
what ? are you sure about that ?,question
anything you would like to know ?,question
"i went there to check for problems with the home , so you aren ’ t surprised when you move in .",inform
welcome ! sophia told us you were coming !,inform
how do you plan to accomplish this ?,question
yes . there are so many famous paintings on show . i am sure it will be an unforgettable trip .,inform
too bad . i really like it .,inform
what's on my calendar for march 20th,directive
people are starting to get frightened by it . everyone will be relieved when they finally catch the murder .,inform
may i interest you in some dessert ?,directive
"it's a bit small but looks nice.what ' s more , it's only ten minutes ' walk to the company .",commissive
"yes , it is . i'm jennifer . nice to meet you .",inform
i think so . we can go there in the afternoon if you like .,inform
either one is ok .,directive
do i have anything on my todo list,directive
"yes . fortunately , i had my cell with me this morning . i called the police as i was running to get people to come to help .",inform
i will ask my friends for you.maybe someone knows a company that needs part-time people.that ' s another thing you should do . ask all your friends to ask around for you.you might find something .,directive
what bills are included in the rent ?,question
do you have all these qualities ?,question
"well , let's try a size ten . ( he gets another pair and the customer tries a shoe on . ) looks like a perfect fit .",directive
how do i use it ?,question
hello.this is susan .,greeting
"all right . we have quite a selection for you to choose from . there are double rooms with twin beds , suites , if you'd like , we have presidential suite on the top floor .",directive
have you applied for grants or financial aid of some sort ?,question
"yes , sir.go ahead.here you are .",commissive
are you a bot right now,question
can u please set the timer for 5 minutes,directive
yes . i've been to new york . i got back only yesterday .,inform
"hi rose , what are you busy with right now ?",greeting
just a minute please . i ’ ll make a call to the hr office .,directive
no wonder you brought such a big bag today .,inform
i washed my car instead .,inform
what should i do then ?,question
"be sure . i'll make a note of that . everything will be taken care of . and if there is anything more you need , please let us know .",inform
what are you able to do,question
no.why ?,inform
please fill me in on the nutrition facts for shrimp scampi,question
how are the clubs different in japan than in london ?,question
i attend both day and evening classes .,inform
no . a walk in the woods .,inform
"from next week on , we should be in less of a rush .",inform
"yes . the ancient custom of holding temple fairs is to offer sacrifices to the god of the earth , and they have developed into a festival filled with food , performances and games now .",inform
for here .,inform
"ok , ok . i ’ ll do my best .",commissive
this is not common noodles . they're “ long-lived ” noodles.it ' s an old chinese tradition to eat.long - lived noodle on birthday .,inform
"rude ? you weren't rude at all , annie . why do you think you were rude ?",question
"yes , they do . it's great for them to tie the knot and get married .",inform
"i only go skiing twice a year , so it's a real treat for me .",inform
where is your store located ?,question
would you like to be my guide ?,directive
"apples and pears , one kilo for each af them , please .",inform
would you mind switching to whisper mode,inform
how about bill's seafood restaurant ?,directive
"yes , we'll keep it for you . how many pieces of your luggage ?",question
i still think nobody plays for nothing .,inform
i need a spider fact,question
i would like to know where my phone is,directive
"honey , you can ask him to be quite . otherwise you may punish him and tell him to stand out of the room , right ?",directive
"yes , i received the scholarship 3 times on end .",inform
that is nice . but i don't quite like the collar .,commissive
this problem has been happening for a few days now .,inform
"honey , i've got good news for you .",inform
"thank you . by the way , what shall we do with the plates when we finish our meal ?",gratitude
nice to meet you !,inform
what's the meeting room availability between noon and 2,directive
i think my fiancee may favor the sweater in the shop window . would you like to help me look for any skirts that go with this sweater ?,directive
"yes , that sounds great .",commissive
so the bill is $ 36.00 .,commissive
it must have been fun seeing those unusual animals and birds .,inform
do you know the news ?,question
"you and i have been together for a whole year , and our vacation time should be about the two of us !",directive
all of the time tested healthy habits from around the world .,inform
start the dishwasher,directive
take it easy . i'm sure you will gain enough experience while working as a marketing assistant . i hope you haven't been given much trouble in the job .,inform
"i've been searching for a while now to find a company that had a business model and corporate philosophy like yours . i am interested in working for a company that provides products and services to the k - 12 education market . my background is in this field , and my strength is in building relationships and solving problems . i am excited and interested in the idea of developing business relationships through e-commerce .",inform
what's that supposed to mean ?,question
ok . i have written it down . who is your emergency contact person in america ?,question
perhaps . i'm dead tired .,inform
i need to set up a direct deposit for my paycheck,inform
is espn covering the golden state warriors game,inform
"sorry , we have student cards . we can get discounts with these , can't we ?",question
"aha , it's cool now . can i keep the robot ?",directive
"that's a good sign . but just soak a little longer , ok ?",commissive
thanks . i know things are going to be better .,gratitude
"poor , fellow , what's the date today , buddy ?",question
dancing figures are quite popular . two of the boxes have them .,inform
a chinese girl have broken the world record in the olympic games,inform
ok . goodbye .,inform
just fine . i say . aren't you busy tomorrow evening ?,question
what do you want to eat ?,question
the handicapped logo with blue means that you are not to park there unless you have a handicapped permit . will you mostly be parking during the day or the night ?,inform
"welcome to flash foot , sir . how can i help you ?",question
i need to know my credit card's rewards balance,inform
why'd they put a freeze on my bank account,complaint
hi . steven . i just drop in and want to have a chat with you .,greeting
ok . i'll go and buy some cakes .,commissive
i know for sure that something is wrong !,inform
clue me in on my credit score,inform
is it possible that i have a business trip abroad and work in american once in a while ?,question
i need to get internet .,directive
tell me everything on my calendar for may 1,directive
"to your offer of three hundred and twenty thousand dollars , the owners have counter-offered three hundred and thirty-five thousand dollars .",inform
can you switch to whisper mode,inform
"yes , what kind do you have ?",question
i never thought about it that way .,inform
that's right . we got the assignment last week .,inform
"my native place is shanghai , which is a very beautiful cosmopolitan city .",inform
i see . can i pay by credit card ?,question
"to call a number on the outside you now just dial the number . for inside calls , punch in the extension number . has someone given you an extension list ?",question
"oh , i ’ m so sorry .",inform
you're right.we have no more rooms available for tonight .,commissive
"i am going to send you for a ct scan , and i will see you again when we see the results .",directive
i can only afford about 300 pounds a month .,inform
i park in the daytime .,inform
can you tell me the apr of my target credit card,inform
"give me some glasses please , jane .",directive
do you have medical insurance ?,question
movie salon ? where is that ?,question
"i see . do you live in this neighborhood , too ?",question
"i want to , but bob doesn't . he wants to be surprised like the old fashioned way .",inform
yes . i heard there's a lager motor company nearby which open to the public every weekend . we can go to see how a car is manufactured and learn more about the automobile industry .,directive
"ok , ma'am . calm down , 15 dollars will do .",commissive
"i ’ m sorry , mr . michael . could you tell me where the problems are exactly ? maybe i misunderstood the client ’ s intentions .",directive
off campus or on campus ?,question
maybe it's more exciting not knowing .,inform
we cannot expect a man like him to speak the truth .,inform
can you get paired to my phone right away,directive
i look forward to seeing you soon.goodbye !,inform
book an uber for 6 people to go to the movies,directive
